SubmitTime,AcceptTime,HITId,AssignmentId,WorkerId,WorkerLocation,AssignmentStatus,AutoApprovalTime,duration,inputId,000000022892,000000402433,000000426166,000000576955,000000577862,pay
2021-05-07 23:53:03+09:00,2021-05-07 23:48:54+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3IGI0VL649ZFCG0JIAS52R0J93ONOJ,ACD400BAWY7QC,US,Submitted,2021-05-10 23:53:03+09:00,0:04:09,3PPTZCWALSZCEHRI0BV3MJ2SXMUQZY,"['no idea', 'no idea', 'no idea', 'beach', 'owl', 'animal', 'rat', 'squirrel', 'bird', 'bird']","['desert', 'beach', 'volcano', 'gold', 'gems', 'dirt', 'cookie', 'goop', 'concrete', 'magma']",['bicycle'],"['horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey', 'horse and jockey']",['giraffe'],0.18
2021-05-08 00:05:47+09:00,2021-05-08 00:03:22+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3OF2M9AATI3Q3ETNN6B6QXQJZCOKZF,A1UHJ56MF9CSQM,US,Submitted,2021-05-11 00:05:47+09:00,0:02:25,3KXIR214I6VFJ118D7FCW5RGGLD24K,"['tree', 'forest', 'frog', 'animal', 'bear', 'horse', 'bug', 'swan', 'goose', 'cat']","['fire', 'flame', 'lava', 'fire pit', 'volcano', 'pizza']",['bicycle'],"['tree', 'forest', 'tiger', 'jungle', 'space', 'astronaut', 'horse']",['giraffe'],0.18
2021-05-08 00:07:54+09:00,2021-05-08 00:06:34+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3YW4XOSQKS07BEDR996G4QF5OO9U1X,A2WPHVMLLEV5ZB,US,Submitted,2021-05-11 00:07:54+09:00,0:01:20,33FBRBDW6QET0KGCM3UVPUG7UYNC8B,"['bear', 'cat']",['pizza'],"['bike', 'lake', 'bicycle']","['dog', 'cat', 'virus', 'horse']",['giraffe'],0.18
2021-05-08 00:10:08+09:00,2021-05-08 00:07:52+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3I02618YA2LAS6WTUBH65MX3R4FUP1,A3454T4PU9GJM0,US,Submitted,2021-05-11 00:10:08+09:00,0:02:16,3IAEQB9FMGZEVDI8K25CNG1BX50WD8,"['fox', 'dog', 'wolf', 'cat']","['cat', 'dog', 'chicken', 'pizza']","['butterfly', 'cartoon', 'bike', 'bicycle']","['zebra', 'horse']","['deer', 'deer', 'deer', 'giraffe']",0.18
2021-05-08 00:15:55+09:00,2021-05-08 00:13:43+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3R08VXYT7EAYE4HYTP2QNORFCQLW7W,AW3QNBWHGXVQK,US,Submitted,2021-05-11 00:15:55+09:00,0:02:12,3SEPORI8WPEKR1K1BFYHWJNNT47ZAZ,"['kitten', 'nose', 'person', 'head', 'dog', 'mice', 'nest', 'bid', 'bird', 'dog']",['pizza'],"['house', 'wall', 'bicycle']","['man', 'bug', 'skateboard', 'leg', 'runner', 'exercise bike', 'bicycl', 'bicycle', 'horse']","['roof', 'giraffe']",0.18
2021-05-08 00:26:40+09:00,2021-05-08 00:24:13+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,31IBVUNM9UEYE8WZLYV6PELI353VFQ,A2VUF0V7HT51Q3,US,Submitted,2021-05-11 00:26:40+09:00,0:02:27,3X0H8UUIT33KX21QHS01IFNBY8AWS2,"['lake', 'waterfall', 'cat']","['fire', 'leaf pile', 'pizza']",['bicycle'],"['tree', 'park', 'plant', 'dog', 'horse']",['giraffe'],0.18
2021-05-08 00:39:08+09:00,2021-05-08 00:36:08+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3SBEHTYCWPIZSTTURHOBZA241EZIYF,A19BDVIRTDE5RQ,US,Submitted,2021-05-11 00:39:08+09:00,0:03:00,3A1PQ49WVJW26S779AZHLBQFTI7H1M,"['zombie', 'shirt', 'street', 'horse', 'dog', 'tree', 'airplane', 'flower', 'plant', 'desk']","['sun', 'pumkin', 'pumpkin', 'leaves', 'flower', 'crab', 'spider', 'fish', 'rock', 'coral']","['bike', 'bicycle']","['deer', 'horse']","['net', 'basketball', 'giraffe']",0.18
2021-05-08 00:52:25+09:00,2021-05-08 00:50:23+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3HMVI3QICL7OSNXWJA357BLIKDR1YB,A3PSV85ZUXP9VF,US,Submitted,2021-05-11 00:52:25+09:00,0:02:02,3HQUKB7LNHTDA3SLBZ22DY6MA9KHH6,"['plate', 'vase', 'table', 'chair', 'horn', 'trumpet', 'glass', 'spoon', 'wall', 'flower']","['cat', 'cereal', 'pizza']","['moose', 'bicycle']",['horse'],"['Giraffe', 'giraffe']",0.18
2021-05-08 00:52:39+09:00,2021-05-08 00:50:47+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3PPTZCWALSZCEHRI0BV3MJ2SYIMZQS,ASNMT3I94HZ44,US,Submitted,2021-05-11 00:52:39+09:00,0:01:52,3XLBSAQ9Z6R28ZM34CMXMSLXSW1Z78,"['mountan', 'mountain', 'rock', 'hill', 'cat']","['pancake', 'waffle', 'cake', 'pizza']","['door', 'house', 'building', 'apartment', 'store', 'windows', 'shade', 'condo', 'dog', 'car']","['cyclist', 'athlete', 'runner', 'horse']",['giraffe'],0.18
2021-05-08 01:07:27+09:00,2021-05-08 01:06:12+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3TUI152ZZD2FJL6AS0MBUPIGL4BQ1Y,A002160837SWJFPIAI7L7,US,Submitted,2021-05-11 01:07:27+09:00,0:01:15,3QAVNHZ3EOJ0MC3XWE78O4CPETNALB,"['fish', 'rocks', 'cat']","['food', 'eggs', 'fire', 'pizza']","['door', 'plate', 'bicycle']","['monkey', 'horse']","['deer', 'elk', 'giraffee', 'girafee', 'giraffe']",0.18
2021-05-08 01:25:40+09:00,2021-05-08 01:21:42+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3137ONMDKIKNQX681SCE7VX84Q8EGC,A140F9GDRQKAT2,US,Submitted,2021-05-11 01:25:40+09:00,0:03:58,3EF8EXOTT3AYXY2XXA22XO6U6CT1JX,['cat'],['pizza'],"['door', 'building', 'elephant', 'pole', 'bike', 'wheel', 'person', 'resturant', 'window', 'house']","['person', 'bike', 'horse']",['giraffe'],0.18
2021-05-08 01:41:01+09:00,2021-05-08 01:39:23+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3W8CV64QJ4EKVXA2DNEA0H8YST79HY,A4J4GGMKJ68L0,US,Submitted,2021-05-11 01:41:01+09:00,0:01:38,3SPJ033423IVN4D09Z9BBBH4DXZJYA,['cat'],['pizza'],"['bicicle', 'bicycle']",['horse'],['giraffe'],0.18
2021-05-08 01:43:40+09:00,2021-05-08 01:41:42+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3K9FOBBF2JY76VXM5ICDAAWPEZXNLI,A3F1SO6HO48A0E,US,Submitted,2021-05-11 01:43:40+09:00,0:01:58,3W92K5RLWWW6CB3AFMIX32U5DF1V5Q,"['animal', 'whalwe', 'whale', 'owl', 'bird', 'cat']","['fire', 'volcano', 'ground', 'chickcen', 'chicken', 'hay', 'straw', 'pizza']","['bike', 'bicycle']","['tree', 'lion', 'horse']",['giraffe'],0.18
2021-05-08 01:47:20+09:00,2021-05-08 01:44:17+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3570Y55XZRYLW2NZ1TO8EYPOM2FYGD,A3T5UAYFKJBVTA,US,Submitted,2021-05-11 01:47:20+09:00,0:03:03,3OS46CRSLHE2VF3OK5S2V8859AD6VI,"['Frog', 'jungle', 'animal', 'cat']","['Pie', 'cake', 'pizza']","['Candy cane', 'sugar', 'wall', 'bicycle']","['Horse', 'dog', 'animal', 'forest', 'yard', 'race', 'horseback riding', 'riding', 'hurdle', 'show']","['Frog', 'tree', 'giraffe']",0.18
2021-05-08 01:49:28+09:00,2021-05-08 01:46:01+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3LYA37P8IS2ULGQ7HSV34FJG8AFBKF,A2HM35CWB7IIFM,US,Submitted,2021-05-11 01:49:28+09:00,0:03:27,31T4R4OBOUVP06BTCY2PBUKCJEI7CK,"['bird', 'cat']","['tree', 'leaves', 'goldfish', 'aquarium', 'dessert', 'coral', 'jellyfish', 'fruit', 'dress', 'seaweed']",['bicycle'],"['scooter', 'motorcycle', 'moped', 'treadmill', 'gas', 'golf', 'bagpipe', 'cyclist', 'bicycle', 'horse']",['giraffe'],0.18
2021-05-08 02:10:11+09:00,2021-05-08 02:08:26+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,351SEKWQS2WIQ1OUG0ZPEIZK00PMD5,ACXP8KHFX06KR,US,Submitted,2021-05-11 02:10:11+09:00,0:01:45,3LRKMWOKB7WVMYPXY052Q14PHGJZ2W,"['wolf', 'dog', 'rabbit', 'bunny', 'water', 'lake', 'bear', 'bears', 'fox', 'wolves']","['fox', 'fire', 'volcano', 'bonfire', 'firepit', 'yard', 'pizza']","['bike', 'bicycle']","['park', 'snow', 'tree', 'tree', 'fox', 'tige', 'tiger', 'yes', 'no', 'maybe']",['giraffe'],0.18
2021-05-08 02:25:36+09:00,2021-05-08 02:21:40+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3A4TN5196MXMTVH5P7O12796YEGCHO,ANUA9X7BFPTR8,US,Submitted,2021-05-11 02:25:36+09:00,0:03:56,3X0H8UUIT33KX21QHS01IFNBY8AWS2,"['wall', 'rock', 'climber', 'ocean', 'boat', 'cat']","['snake', 'pizza']","['boat', 'bycicle', 'bicycle']","['moon', 'dirt', 'road', 'path', 'sand', 'car', 'horse']",['giraffe'],0.18
2021-05-08 02:31:21+09:00,2021-05-08 02:30:15+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,351SEKWQS2WIQ1OUG0ZPEIZK00SMD8,A3PQVDFT21IISU,US,Submitted,2021-05-11 02:31:21+09:00,0:01:06,3FTOP5WARH3YQ9HF1RY2JJNK1KK0JQ,"['snow', 'mountain', 'table', 'cat']",['pizza'],"['track', 'bike', 'bicycle']","['man', 'woman', 'horse']",['giraffe'],0.18
2021-05-08 02:58:41+09:00,2021-05-08 02:54:26+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3E47SOBEYSBMPQSPVP6M2JALYR0CIM,A11F3MA5FWH6SJ,US,Submitted,2021-05-11 02:58:41+09:00,0:04:15,3GNCZX450K2QDXIVO60F5LL9J51APQ,"['pavement', 'rock', 'wall', 'brick', 'cat']","['chicken', 'hen', 'bird', 'pizza']","['frisbee', 'ball', 'bicycle']","['trash can', 'car door', 'vase', 'table', 'wires', 'horse']",['giraffe'],0.18
2021-05-08 03:15:02+09:00,2021-05-08 03:13:18+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3PH3VY7DJNCHYEN4CKU9E8KEMKMWZE,A2HR7ZIX42FEPG,US,Submitted,2021-05-11 03:15:02+09:00,0:01:44,3VZLGYJEYNPWNESUMPQVGRYLUPKZX7,"['wolf', 'bird', 'cat']","['fish', 'chicken', 'pizza']","['frog', 'stair', 'bike', 'bicycle']","['rabbit', 'crocodile', 'dog', 'deer', 'squirrel', 'fox', 'wolf', 'dog', 'bull', 'horse']",['giraffe'],0.18
2021-05-08 03:37:47+09:00,2021-05-08 03:35:40+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3OS46CRSLHE2VF3OK5S2V885A7QV6F,A2BEH9YQPHKP6A,US,Submitted,2021-05-11 03:37:47+09:00,0:02:07,3ZV9H2YQQFMGDLGBRDZ0A7FZ6SD3WJ,['cat'],"['flower', 'tiger', 'rug', 'pizzs', 'pizza']",['bicycle'],"['bag', 'horse']",['giraffe'],0.18
2021-05-08 04:34:29+09:00,2021-05-08 04:30:03+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,38BQUHLA9YF9UYFJ69D5PCBJ4EFMOL,AR17E7L7JAOBI,US,Submitted,2021-05-11 04:34:29+09:00,0:04:26,38JBBYETQQP7EHDO6RADY605DO34EO,"['hair', 'fur', 'gorilla', 'zebra', 'ear', 'cat']","['egg', 'pizza']","['water', 'bicycle']","['magazine', 'person', 'man', 'park', 'horse riding', 'motorcycle', 'equestrian', 'horse']","['dog', 'giraffe']",0.18
2021-05-08 04:35:33+09:00,2021-05-08 04:33:06+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3WSELTNVR5HO5PB25N9ZAVM6957TAU,A7SXWHGK8B40R,US,Submitted,2021-05-11 04:35:33+09:00,0:02:27,333U7HK6IBUSPTI9D3MXYQ73V9RJD0,"['horse', 'goat', 'wolf', 'zebra', 'dog', 'bat', 'cat']","['soup', 'pizza']","['fish', 'bicycle']","['bat', 'dog', 'horse']",['giraffe'],0.18
2021-05-08 04:46:39+09:00,2021-05-08 04:44:36+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,379J5II41QV3CPK9CJ9UKN2G07LLEG,ANGMXN2A0XW8Q,US,Submitted,2021-05-11 04:46:39+09:00,0:02:03,3WAKVUDHUYVLM0STYPNP506IQEO7UT,"['avocado', 'cave', 'rock', 'cat']",['pizza'],"['bike', 'bicycle']","['tree', 'park', 'backpack', 'horse']",['giraffe'],0.18
2021-05-08 05:11:09+09:00,2021-05-08 05:08:15+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3N1FSUEFL7F2MBZOAWZTSOIKE9T4DH,A35Z5I09VVHKNS,US,Submitted,2021-05-11 05:11:09+09:00,0:02:54,30X31N5D655NQPYNGN490QQK6P8AS6,"['person', 'animal', 'car', 'lamp', 'light', 'cup', 'clock', 'drum', 'pet', 'bird']","['food', 'potato', 'hash brown', 'breakfast', 'chicken', 'meal', 'pancake', 'steak', 'pizza']","['bike', 'bicycle']","['woods', 'trail', 'cliff', 'rock', 'water', 'waterfall', 'pond', 'tree', 'elephant', 'river']",['giraffe'],0.18
2021-05-08 05:23:39+09:00,2021-05-08 05:20:42+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3STRJBFXOY6UH2KOHEMO49P2EH8TKG,A261NEZSEFSRQI,US,Submitted,2021-05-11 05:23:39+09:00,0:02:57,31N2WW6R9T5E2ZUG1OP06JTZBPNF3X,"['Animal', 'Car', 'Boat', 'Cup', 'Table', 'Person', 'Man', 'Chair', 'Dog', 'Cat']","['Pizza', 'Lasagna', 'Food', 'pizza']","['Door', 'Mailbox', 'Business', 'Porch', 'Bike', 'Garage', 'Bicycle', 'Home', 'Apartment', 'Sidewalk']",['horse'],['giraffe'],0.18
2021-05-08 05:36:55+09:00,2021-05-08 05:34:52+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3L70J4KAZI1HO0F5JX9K5R4K6KSDA6,A3TDA1NWHNQFE3,US,Submitted,2021-05-11 05:36:55+09:00,0:02:03,3J2UYBXQQNRM2E28H84DAFIFFE006K,"['shirt', 'grass', 'shoe', 'window', 'plant', 'person', 'dog', 'cat']",['pizza'],"['bike', 'bicycle']","['car', 'motorcycle', 'bike', 'lamp', 'truck', 'jockey', 'horse']",['giraffe'],0.18
2021-05-08 06:13:56+09:00,2021-05-08 06:09:13+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3RKNTXVS3OD4O4WCQM8R2NAET73A4U,A25EQMXHONYSA5,US,Submitted,2021-05-11 06:13:56+09:00,0:04:43,3GNCZX450K2QDXIVO60F5LL9J51APQ,"['face', 'dog', 'cat']",['pizza'],"['bike', 'bicycle']","['cake', 'plant', 'turtle', 'crub', 'dog', 'horse']","['turtle', 'fish', 'ziraffe', 'Giraffe', 'snake', 'horse', 'panda', 'a', 'dog', 'e']",0.18
2021-05-08 06:51:04+09:00,2021-05-08 06:48:35+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3NKQQ8O390K139T3P2QB5SGEDNRUD6,A16TO0535NAM2,US,Submitted,2021-05-11 06:51:04+09:00,0:02:29,336YQZE83XTNMO911UH6G6BSMMP5MJ,"['boat', 'dinosaur', 'mountain', 'fish', 'food', 'shark', 'sting ray', 'dolphin', 'elephant', 'mole']",['pizza'],"['house', 'bicycle']","['snake', 'butterfly', 'foutain', 'horse']","['gorilla', 'tree', 'giraffe']",0.18
2021-05-08 07:14:26+09:00,2021-05-08 07:12:28+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,379J5II41QV3CPK9CJ9UKN2G082LEZ,A3MPQ78J05KKUI,US,Submitted,2021-05-11 07:14:26+09:00,0:01:58,339ANSOTR7H48O4DN2NKQ2NT230KI3,"['golf', 'weed eater', 'sprinkler', 'plant', 'window', 'house', 'wall', 'carpet', 'dog', 'cat']","['basketball', 'food', 'chicken', 'pizza']","['horse', 'bike', 'bicycle']","['bike', 'race', 'motorcycle', 'horseback rider', 'horse race', 'horse']",['giraffe'],0.18
2021-05-08 09:05:26+09:00,2021-05-08 09:03:07+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3NG53N1RLXYCU9PGR8G19UFEUFE8PU,A45HNDMV9V0NA,US,Submitted,2021-05-11 09:05:26+09:00,0:02:19,32Q90QCQ1U0SSJ2RRJXT5NP1AATKEU,"['fish', 'sardines', 'can', 'horse', 'dog', 'cat']",['pizza'],['bicycle'],['horse'],"['Giraffe ', 'giraffe']",0.18
2021-05-08 09:10:34+09:00,2021-05-08 09:06:03+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3Z9WI9EOZ134CTTTHK5ZQQME3OYHKH,A2O7LNRIBPIHAF,US,Submitted,2021-05-11 09:10:34+09:00,0:04:31,3TPZPLC3M2RQTCJAFRL5ID73DV8P38,"['flower', 'dog', 'dog', 'dogs', 'dog and cat', 'dog andhorse', 'cat']","['pumpkin', 'pie', 'cookie', 'pizza']","['painting', 'steps', 'bike', 'stairs', 'bicycle']","['person', 'boy', 'jockey', 'horse']",['giraffe'],0.18
2021-05-08 09:22:59+09:00,2021-05-08 09:20:21+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3YDTZAI2WZV8UGJCU3FYRMHBPDD14D,A1O57XVTTB1PNZ,US,Submitted,2021-05-11 09:22:59+09:00,0:02:38,3LRKMWOKB7WVMYPXY052Q14PHGJZ2W,"['mountain', 'fish', 'crocodile', 'elephant', 'rhinoceros', 'bear', 'deer', 'cat']",['pizza'],"['socket', 'mobile', 'gate', 'window', 'shutter', 'blinds', 'door', 'bicycle']","['seal', 'duck', 'cow', 'horse']","['loaf of bread', 'giraffe']",0.18
2021-05-08 09:23:44+09:00,2021-05-08 09:21:06+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3KB8R4ZV1GMPJUUOR1AO6NRN1UDGBY,ANHO7XT3KW3IY,US,Submitted,2021-05-11 09:23:44+09:00,0:02:38,3IXQG4FA2VDA4K7GDV4EE650WJ5B9S,"['car', 'mountain', 'tree', 'bunny', 'cat']","['fire', 'egg', 'cat', 'chicken', 'omlet', 'sun', 'pizza']","['car', 'bike', 'bicycle']","['motorcycle', 'horse']","['spider', 'field', 'maze', 'giraffe']",0.18
2021-05-08 09:24:38+09:00,2021-05-08 09:22:34+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,33FBRBDW6QET0KGCM3UVPUG7VW0C8L,A2RBG0G82ULSZC,US,Submitted,2021-05-11 09:24:38+09:00,0:02:04,3N4BPTXIOA79HFZDHJCY95B4WYMUKK,"['moon', 'lion', 'squirrel', 'mouse', 'cat']","['chicken', 'flower', 'pizza']","['car', 'bicycle']","['parrot', 'horse']",['giraffe'],0.18
2021-05-08 10:07:48+09:00,2021-05-08 10:05:06+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,31HQ4X3T3UP4M8PRDETZ946V1ZNLSC,A1HSRWOEK6ZJPR,US,Submitted,2021-05-11 10:07:48+09:00,0:02:42,3R5F3LQFV4Z9T5E2LY3ZXE7SILBZOY,"['shape', 'tree', 'flower', 'coffee', 'painting', 'dog', 'horse', 'animal', 'plant', 'tree branch']","['fire', 'sun', 'dirt', 'pasta', 'pizza']","['bike', 'street lamp', 'city street', 'sidewalk', 'bike and lamp', 'side of a building', 'city sidewalk', 'colorful wall', 'neighborhood', 'brick wall']","['dog', 'cat', 'tree', 'squirrel', 'water', 'sidewalk', 'hair', 'horse']",['giraffe'],0.18
2021-05-08 10:24:20+09:00,2021-05-08 10:21:42+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3BF51CHDTXP2Z3MPDRVH7675PQX0HZ,A1HWMTN7NNV4UA,US,Submitted,2021-05-11 10:24:20+09:00,0:02:38,3KOPY89HMAHU71GCKEGLLHLR4W3J33,"['Dog', 'hand', 'dog', 'walking', 'running', 'dog walking', 'plants', 'green', 'park', 'neighborhood']","['Orange', 'pizza']","['Red', 'bicycle']","['Green', 'cookie', 'balloon', 'carrot', 'horse']","['Grass', 'giraffe']",0.18
2021-05-08 10:35:38+09:00,2021-05-08 10:33:08+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3NGI5ARFTVKUJ95VSN7MUKS6G9DP1W,A2LEBJWW395FST,US,Submitted,2021-05-11 10:35:38+09:00,0:02:30,35H6S234SCFLXLO9EEAPRAE6WMG56F,"['dog', 'cat']",['pizza'],"['table', 'no clue', 'elephant', 'bike', 'bicycle']","['bike', 'motorcycle', 'horse']",['giraffe'],0.18
2021-05-08 10:49:31+09:00,2021-05-08 10:46:08+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3S0TNUHWKVX35CMQMZP690YPGWH8DM,AK1GE19RT3PK6,US,Submitted,2021-05-11 10:49:31+09:00,0:03:23,3A1COHJ8NLAKHSRS8V8W0LDN7QU8HI,"['frog', 'gecko', 'tree', 'dirt', 'sand', 'mountain', 'bird', 'mouse', 'bat', 'cat']","['cookie', 'sand', 'chhese', 'cheese', 'pizza']","['bike', 'bicycle']","['trees', 'dirt', 'shoes', 'person', 'waterfall', 'river', 'stream', 'cliff', 'water', 'brook']",['giraffe'],0.18
2021-05-08 10:54:15+09:00,2021-05-08 10:51:49+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3180JW2OT6RXLG3GYX4E0EJBJQDJ59,A84KYYIRZ3K00,US,Submitted,2021-05-11 10:54:15+09:00,0:02:26,3L0KT67Y8GVOM7WQWTIP3C8R9GCSYZ,"['horse', 'owl', 'wolf', 'butterfly', 'rat', 'cat']","['soup', 'pizza']","['wall', 'bike', 'building', 'street', 'bicycle']","['bug', 'beetle', 'horse']","['deer', 'giraffe']",0.18
2021-05-08 10:57:48+09:00,2021-05-08 10:54:33+09:00,32FESTC2NI5OBXPWZ4QYX2365OYCU1,3OUYGIZWR9DUCKKDW43MGF9WBH8P0U,A21EZISIJ3JPSW,US,Submitted,2021-05-11 10:57:48+09:00,0:03:15,3LRKMWOKB7WVMYPXY052Q14PHGJZ2W,"['rock', 'snake', 'turtle', 'lizzard', 'cat']","['egg', 'dirt', 'cow', 'tiger', 'dog', 'turkey', 'grass', 'snack', 'pickle', 'pizza']","['picture', 'window', 'door', 'shutter', 'door', 'house', 'home', 'bike', 'apartment', 'store']","['cow', 'rock', 'snack', 'horse']","['giraff', 'giraffe']",0.18
2021-05-08 11:48:07+09:00,2021-05-08 11:46:07+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,31T4R4OBOUVP06BTCY2PBUKCKC47C3,AXMPSUNKUBEIL,US,Submitted,2021-05-11 11:48:07+09:00,0:02:00,36AHBNMV1TRIKID8Z3N08DMR8BODY8,"['frog', 'car', 'cat']","['chicken', 'egg', 'plate', 'omelet', 'pizza']",['bicycle'],"['man', 'person', 'rail', 'lake', 'river', 'race', 'horse']","['glove', 'flower', 'giraffe']",0.36
2021-05-08 11:51:39+09:00,2021-05-08 11:49:06+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3YDGXNSEO19Q5G3XTOOD6W4J3JT84E,A7SXWHGK8B40R,US,Submitted,2021-05-11 11:51:39+09:00,0:02:33,3OUYGIZWR9DUCKKDW43MGF9WAJOP0D,['cat'],['pizza'],['bicycle'],['horse'],['giraffe'],0.36
2021-05-08 11:54:25+09:00,2021-05-08 11:52:28+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3U8YCDAGXRVFCWLSWHIBGKZ6GD0Q0S,A1ZDR2UN7M92LI,US,Submitted,2021-05-11 11:54:25+09:00,0:01:57,3IXQG4FA2VDA4K7GDV4EE650WJ5B9S,"['man', 'dog', 'player', 'cat']","['rooster', 'egg', 'scooter', 'tomato', 'car', 'beach', 'snake', 'pasta', 'soup', 'rice']","['flannel', 'closet', 'bicycle']","['frog', 'basket', 'player', 'horse']",['giraffe'],0.36
2021-05-08 11:56:18+09:00,2021-05-08 11:52:48+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3K5TEWLKGXQIOZYPM61RSBYAJZWVIM,A3BSK47WPPE876,US,Submitted,2021-05-11 11:56:18+09:00,0:03:30,3OUYGIZWR9DUCKKDW43MGF9WAJOP0D,"['horse', 'cow', 'wolf', 'goat', 'camel', 'bear', 'fox', 'otter', 'donkey', 'cat']","['fire', 'fox', 'universe', 'clam', 'bonfire', 'pizza']","['feather', 'bicycle']","['trees', 'horses', 'horse']",['giraffe'],0.36
2021-05-08 11:56:40+09:00,2021-05-08 11:56:05+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3R2UR8A0ICVKOAENKGFE0TRHBJ4OXE,A34CPKFZXBX1PO,US,Submitted,2021-05-11 11:56:40+09:00,0:00:35,3GNCZX450K2QDXIVO60F5LL9J51APQ,['cat'],['pizza'],['bicycle'],"['elephant', 'dog', 'car', 'cat', 'horse']",['giraffe'],0.36
2021-05-08 11:57:23+09:00,2021-05-08 11:55:20+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3IUZPWIU1QMM9JOICJRZRTW1ICOKWX,A2GXLM74C7BDI8,US,Submitted,2021-05-11 11:57:23+09:00,0:02:03,3VZLGYJEYNPWNESUMPQVGRYLUPKZX7,"['tree', 'hill', 'athlete', 'cat']","['pancake', 'porkchop', 'egg', 'pizza']","['locker', 'door', 'washing machine', 'bike', 'bicycle']","['bench', 'dog', 'horse']",['giraffe'],0.36
2021-05-08 11:57:35+09:00,2021-05-08 11:53:39+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3BF51CHDTXP2Z3MPDRVH7675PQ40H6,A1GRLZL4F72RBJ,US,Submitted,2021-05-11 11:57:35+09:00,0:03:56,3C44YUNSI34OB4L78GRHVMTF46KPDP,"['Gass', 'Mountain', 'mountain', 'Snow', 'Ski Lodge', 'Lodge', 'Skiing', 'IDK', 'IDK', 'IDK']","['Egg', 'Pizza', 'Pizza', 'IDK', 'IDK', 'IDK', 'IDK', 'IDK', 'IDK', 'IDK']","['Building', 'Bicycle', 'Bike', 'Bicycle', 'IDK', 'IDK', 'Tandom', 'Library', 'Parking', 'Store']","['Park', 'Grass', 'Picnic', 'IDK', 'IDK', 'Horses', 'Kentucky Derby', 'Horse Race', 'Equestrian', 'IDK']","['IDK', 'IDK', 'Giraffe', 'giraffe']",0.36
